,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
83332,0LUzhxAwr2k,190.0,200.0,"/m/015lz1,/m/028ght,/m/04rlf,/m/09x0r,/m/0y4f8",True,False
83647,0LpZYN4yGrE,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
83935,0M7hmY6_UZQ,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
84199,0MOyfniKEsw,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
84306,0MWno7YOWK4,50.0,60.0,"/m/028ght,/m/05zppz,/m/07rgt08",True,False
84464,0MgL1zG0Ly4,490.0,500.0,"/m/028ght,/m/04rlf",True,False
85272,0NWD-Opjgvk,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
85673,0Nw1OyTsaAo,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/053hz1",True,False
85801,0O6kRcURJ3w,0.0,10.0,/m/053hz1,True,False
85998,0OJ1z9PNUm8,120.0,130.0,"/m/03qtwd,/m/053hz1",True,False
86434,0OnCZvRV5Wk,0.0,10.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
86810,0PCIys1ZUD4,30.0,40.0,/m/028ght,True,False
87281,0PiaL2id26k,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
87817,0QFpWAP8fPs,390.0,400.0,"/m/053hz1,/m/09x0r,/t/dd00127",True,False
88767,0RFa3yJRuDg,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
90350,0SvpQPXIx68,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
90487,0T4gZQwzyKY,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
91593,0UHsb7wLKxc,230.0,240.0,"/m/028ght,/m/04rlf",True,False
92090,0UntzWyx-Pc,30.0,40.0,"/m/028ght,/m/04rlf,/m/053hz1",True,False
92741,0VWIcxtInkM,0.0,10.0,"/m/04rlf,/m/053hz1",True,False
92817,0VaYfcr7GFQ,150.0,160.0,"/m/015lz1,/m/028ght,/m/04rlf",True,False
92883,0VfCrNWD1Ek,120.0,130.0,"/m/03qtwd,/m/053hz1",True,False
93578,0WSFbW_lMjM,80.0,90.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
94227,0XAL6XnudOs,360.0,370.0,"/m/03qtwd,/m/053hz1",True,False
94580,0X_4Rl7Oa14,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
95687,0YnOMAls83g,30.0,40.0,"/m/03qc9zr,/m/053hz1,/m/07qfr4h,/m/09x0r",True,False
96688,0ZsqT10ECEc,280.0,290.0,/m/028ght,True,False
97415,0_g41wpPBTI,320.0,330.0,/m/028ght,True,False
97428,0_gr4jYTYgI,30.0,40.0,"/m/028ght,/m/03qtwd,/m/04rlf",True,False
98088,0aLWozY2sMA,210.0,220.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
98350,0aci5Dxfcno,30.0,40.0,"/m/04rlf,/m/053hz1,/m/07s8j8t",True,False
98622,0avk7t4VTe8,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
99246,0ba3z2kHvfU,0.0,9.0,/m/028ght,True,False
99719,0c6j6WCk8EU,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
101282,0dkhsBmUZSY,30.0,40.0,/m/053hz1,True,False
101436,0dvr8M5yO2s,50.0,60.0,"/m/03qtwd,/m/053hz1",True,False
101868,0ePgDiHoenY,0.0,10.0,"/m/028ght,/m/09x0r",True,False
103077,0fi79a1cZHU,230.0,240.0,"/m/028ght,/m/04rlf",True,False
104097,0gqQHktMvZU,190.0,200.0,"/m/028ght,/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk",True,False
105296,0i7404qVpEU,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
105541,0iO44OTCyac,80.0,90.0,/m/028ght,True,False
106984,0k24FEu3TZY,30.0,40.0,"/m/028ght,/m/03qtwd,/m/09x0r",True,False
107325,0kPEOTzGYgI,250.0,260.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
107398,0kVQhqdhe1M,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
107417,0kWsQAObBjo,30.0,40.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
107768,0kt69i6ygFE,290.0,300.0,"/m/015lz1,/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r,/m/0glt670",True,False
107873,0l0I_XxKkJU,120.0,130.0,"/m/04rlf,/m/053hz1",True,False
108240,0lOyO7QfOQM,210.0,220.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
108498,0lhJTF-gqcw,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
108755,0lzZguyEoA4,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
108938,0mBJPicGZdk,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
108968,0mDoMNL_CI0,30.0,40.0,"/m/028ght,/m/04rlf,/m/053hz1,/m/0l15bq",True,False
109669,0mzMcl6D3Sk,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
109835,0n9jiXBgHwc,10.0,20.0,"/m/028ght,/m/09x0r",True,False
109858,0nBZYJYu6Xw,20.0,30.0,"/m/028ght,/m/09x0r",True,False
110432,0npckTh3OiE,10.0,20.0,"/m/053hz1,/m/09x0r",True,False
111691,0pHDbw87yVg,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
111912,0pXb4gAT3oE,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
112557,0qEvOKkbQ_U,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
114529,0sPiXNsSJLU,450.0,460.0,"/m/028ght,/m/09x0r",True,False
114536,0sQ4sYbi-1s,90.0,100.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
114804,0shERpoO5Ls,190.0,200.0,"/m/03qtwd,/m/053hz1",True,False
115252,0tDU_vIbIAs,510.0,520.0,"/m/03qtwd,/m/053hz1",True,False
116133,0uAVQtnXVeM,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/053hz1,/m/09x0r",True,False
118416,0wfz4Zz4exA,200.0,210.0,/m/028ght,True,False
119335,0xdtozv5bLU,30.0,40.0,"/m/028ght,/m/09x0r,/m/0l15bq",True,False
121478,1-042dMqXLc,20.0,30.0,"/m/028ght,/m/09x0r",True,False
121619,1-9UZX3Fy6k,7.0,17.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
122048,1-epA9iai7M,30.0,40.0,"/m/028ght,/m/04rlf,/m/0l15bq",True,False
122433,103HdJi04YM,10.0,20.0,/m/053hz1,True,False
122546,10Bvkxe3wPQ,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
123105,10ohpC_ffck,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
123134,10qlLcyR9l8,230.0,240.0,"/m/028ght,/m/09x0r",True,False
123588,11Iop8FeXwY,10.0,20.0,"/m/028ght,/m/09x0r",True,False
123623,11Kj1MObnHo,120.0,130.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
123917,11eIrws6r2s,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
124896,12kfdOdbyMc,0.0,10.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
125042,12uwhfHGp-s,30.0,40.0,"/m/028ght,/m/07qfr4h,/m/09x0r",True,False
125566,13Uuv0ouzRo,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
125963,13smX5GssqQ,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
126052,13zfTPMq0ws,100.0,110.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
127184,15FiYv8OEaI,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
127242,15Jp3nMrS28,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
128459,16eN45838LU,250.0,260.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
128591,16mThHSO3RM,130.0,140.0,"/m/03qtwd,/m/053hz1",True,False
129267,17X64IVcwuc,30.0,40.0,/m/053hz1,True,False
129348,17bM1ws50rk,10.0,20.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
129590,17tR5NBVT1w,20.0,30.0,/m/053hz1,True,False
129901,18Ecd_rbNIY,520.0,530.0,"/m/028ght,/m/09x0r",True,False
130029,18MXxxNR2Dc,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
130130,18TypPVGFfM,23.0,33.0,"/m/03qtwd,/m/053hz1",True,False
130189,18XhuufODY0,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
130973,19OU2vFGCoQ,170.0,180.0,"/m/028ght,/m/09x0r",True,False
131441,19tAwix1Bys,90.0,100.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
132317,1Ati2jA2myo,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
132332,1Aue9aRLOZA,60.0,70.0,"/m/04rlf,/m/053hz1",True,False
132562,1B9XiIAK3vY,290.0,300.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
132705,1BKWgxolLpE,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
132939,1B_32df8QVM,120.0,130.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
133661,1CL8s7P98m0,30.0,40.0,/m/028ght,True,False
134083,1CoPUD2LV2E,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
134584,1DOYARo3Dwc,30.0,40.0,"/m/028ght,/m/03qc9zr,/m/04rlf,/m/07s8j8t,/m/0l15bq",True,False
134706,1DXmTC1bUy0,170.0,180.0,"/m/028ght,/m/03qtwd,/m/09x0r",True,False
134796,1Dcd6b06ZgE,30.0,40.0,/m/028ght,True,False
135003,1DpVm0cd3xw,330.0,340.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
136880,1Fr66lnrnJQ,30.0,40.0,"/m/028ght,/m/07qfr4h,/m/09x0r,/m/0l15bq",True,False
138517,1HhtbwR_7wo,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
138632,1HqA3aiLWNc,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
139354,1Icwr0H2aSg,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
